user_id,product_id,action,timestamp,product_name,category,price,converted
U391,P0023,view,2024-01-01 15:28:00,Laptop Dell XPS 15,Electronics,28990000,0
U348,P0101,view,2024-01-01 15:46:00,Do gia dung Kangaroo,Home,320000,0
U492,P0101,click,2024-01-01 15:54:00,Do gia dung Kangaroo,Home,320000,0
U436,P0101,view,2024-01-01 15:58:00,Do gia dung Kangaroo,Home,320000,0
U143,P0067,view,2024-01-01 16:00:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U404,P0067,purchase,2024-01-01 16:16:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U307,P0089,view,2024-01-01 16:30:00,Giay the thao Nike Air Max,Fashion,650000,0
U441,P0023,click,2024-01-01 16:31:00,Laptop Dell XPS 15,Electronics,28990000,0
U079,P0101,view,2024-01-01 16:49:00,Do gia dung Kangaroo,Home,320000,0
U050,P0045,view,2024-01-01 16:52:00,Dien thoai Samsung S24,Electronics,5500000,0
U239,P0023,click,2024-01-01 16:54:00,Laptop Dell XPS 15,Electronics,28990000,0
U045,P0089,wishlist,2024-01-01 16:56:00,Giay the thao Nike Air Max,Fashion,650000,0
U284,P0067,click,2024-01-01 16:57:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U005,P0023,add_to_cart,2024-01-01 16:59:00,Laptop Dell XPS 15,Electronics,28990000,1
U067,P0067,view,2024-01-01 17:15:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U467,P0101,click,2024-01-01 17:18:00,Do gia dung Kangaroo,Home,320000,0
U279,P0023,share,2024-01-01 17:29:00,Laptop Dell XPS 15,Electronics,28990000,0
U422,P0023,view,2024-01-01 17:40:00,Laptop Dell XPS 15,Electronics,28990000,0
U363,P0045,add_to_cart,2024-01-01 17:46:00,Dien thoai Samsung S24,Electronics,5500000,1
U220,P0089,view,2024-01-01 17:50:00,Giay the thao Nike Air Max,Fashion,650000,0
U439,P0101,view,2024-01-01 17:57:00,Do gia dung Kangaroo,Home,320000,0
U279,P0045,review,2024-01-01 17:58:00,Dien thoai Samsung S24,Electronics,5500000,1
U392,P0101,view,2024-01-01 18:21:00,Do gia dung Kangaroo,Home,320000,0
U183,P0101,purchase,2024-01-01 18:26:00,Do gia dung Kangaroo,Home,320000,1
U469,P0089,view,2024-01-01 18:32:00,Giay the thao Nike Air Max,Fashion,650000,0
U047,P0045,view,2024-01-01 18:33:00,Dien thoai Samsung S24,Electronics,5500000,0
U393,P0089,click,2024-01-01 18:34:00,Giay the thao Nike Air Max,Fashion,650000,0
U416,P0067,add_to_cart,2024-01-01 18:47:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U392,P0023,purchase,2024-01-01 19:18:00,Laptop Dell XPS 15,Electronics,28990000,1
U017,P0045,view,2024-01-01 19:22:00,Dien thoai Samsung S24,Electronics,5500000,0
U130,P0067,click,2024-01-01 19:38:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U257,P0101,view,2024-01-01 19:54:00,Do gia dung Kangaroo,Home,320000,0
U057,P0089,click,2024-01-01 19:56:00,Giay the thao Nike Air Max,Fashion,650000,0
U402,P0067,view,2024-01-01 20:09:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U088,P0023,click,2024-01-01 20:14:00,Laptop Dell XPS 15,Electronics,28990000,0
U104,P0045,click,2024-01-01 20:22:00,Dien thoai Samsung S24,Electronics,5500000,0
U475,P0089,click,2024-01-01 20:28:00,Giay the thao Nike Air Max,Fashion,650000,0
U372,P0023,view,2024-01-01 20:30:00,Laptop Dell XPS 15,Electronics,28990000,0
U489,P0023,add_to_cart,2024-01-01 20:33:00,Laptop Dell XPS 15,Electronics,28990000,1
U170,P0023,click,2024-01-01 21:16:00,Laptop Dell XPS 15,Electronics,28990000,0
U203,P0101,wishlist,2024-01-01 21:23:00,Do gia dung Kangaroo,Home,320000,0
U032,P0023,review,2024-01-01 21:24:00,Laptop Dell XPS 15,Electronics,28990000,1
U451,P0023,click,2024-01-01 21:26:00,Laptop Dell XPS 15,Electronics,28990000,0
U360,P0067,click,2024-01-01 21:28:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U482,P0101,click,2024-01-01 21:35:00,Do gia dung Kangaroo,Home,320000,0
U241,P0045,click,2024-01-01 22:02:00,Dien thoai Samsung S24,Electronics,5500000,0
U027,P0101,click,2024-01-01 22:13:00,Do gia dung Kangaroo,Home,320000,0
U100,P0045,wishlist,2024-01-01 22:27:00,Dien thoai Samsung S24,Electronics,5500000,0
U062,P0101,share,2024-01-01 22:35:00,Do gia dung Kangaroo,Home,320000,0
U282,P0067,purchase,2024-01-01 22:38:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U250,P0023,review,2024-01-01 22:53:00,Laptop Dell XPS 15,Electronics,28990000,1
U053,P0089,review,2024-01-01 23:02:00,Giay the thao Nike Air Max,Fashion,650000,1
U029,P0089,view,2024-01-01 23:05:00,Giay the thao Nike Air Max,Fashion,650000,0
U022,P0089,view,2024-01-01 23:13:00,Giay the thao Nike Air Max,Fashion,650000,0
U394,P0089,purchase,2024-01-01 23:20:00,Giay the thao Nike Air Max,Fashion,650000,1
U381,P0089,click,2024-01-01 23:35:00,Giay the thao Nike Air Max,Fashion,650000,0
U317,P0089,view,2024-01-01 23:40:00,Giay the thao Nike Air Max,Fashion,650000,0
U343,P0067,click,2024-01-02 00:37:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U314,P0067,click,2024-01-02 00:40:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U402,P0101,add_to_cart,2024-01-02 00:44:00,Do gia dung Kangaroo,Home,320000,1
U435,P0023,add_to_cart,2024-01-02 00:45:00,Laptop Dell XPS 15,Electronics,28990000,1
U220,P0089,purchase,2024-01-02 01:00:00,Giay the thao Nike Air Max,Fashion,650000,1
U212,P0045,view,2024-01-02 01:19:00,Dien thoai Samsung S24,Electronics,5500000,0
U284,P0089,view,2024-01-02 01:29:00,Giay the thao Nike Air Max,Fashion,650000,0
U399,P0067,view,2024-01-02 01:37:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U314,P0045,click,2024-01-02 01:46:00,Dien thoai Samsung S24,Electronics,5500000,0
U187,P0101,click,2024-01-02 02:45:00,Do gia dung Kangaroo,Home,320000,0
U019,P0089,view,2024-01-02 03:27:00,Giay the thao Nike Air Max,Fashion,650000,0
U413,P0067,click,2024-01-02 03:31:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U156,P0067,view,2024-01-02 03:33:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U104,P0101,view,2024-01-02 03:34:00,Do gia dung Kangaroo,Home,320000,0
U081,P0089,view,2024-01-02 03:40:00,Giay the thao Nike Air Max,Fashion,650000,0
U051,P0067,purchase,2024-01-02 03:49:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U213,P0101,purchase,2024-01-02 04:01:00,Do gia dung Kangaroo,Home,320000,1
U113,P0045,view,2024-01-02 04:06:00,Dien thoai Samsung S24,Electronics,5500000,0
U298,P0101,add_to_cart,2024-01-02 04:22:00,Do gia dung Kangaroo,Home,320000,1
U251,P0089,click,2024-01-02 04:25:00,Giay the thao Nike Air Max,Fashion,650000,0
U490,P0101,click,2024-01-02 04:32:00,Do gia dung Kangaroo,Home,320000,0
U162,P0023,purchase,2024-01-02 04:34:00,Laptop Dell XPS 15,Electronics,28990000,1
U252,P0023,click,2024-01-02 04:47:00,Laptop Dell XPS 15,Electronics,28990000,0
U479,P0101,view,2024-01-02 04:55:00,Do gia dung Kangaroo,Home,320000,0
U447,P0067,click,2024-01-02 05:15:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U131,P0089,purchase,2024-01-02 05:20:00,Giay the thao Nike Air Max,Fashion,650000,1
U242,P0067,click,2024-01-02 05:22:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U472,P0023,return,2024-01-02 05:32:00,Laptop Dell XPS 15,Electronics,28990000,0
U125,P0089,view,2024-01-02 05:33:00,Giay the thao Nike Air Max,Fashion,650000,0
U247,P0089,click,2024-01-02 05:35:00,Giay the thao Nike Air Max,Fashion,650000,0
U392,P0023,click,2024-01-02 05:50:00,Laptop Dell XPS 15,Electronics,28990000,0
U235,P0023,click,2024-01-02 06:12:00,Laptop Dell XPS 15,Electronics,28990000,0
U356,P0101,click,2024-01-02 06:19:00,Do gia dung Kangaroo,Home,320000,0
U419,P0045,view,2024-01-02 06:26:00,Dien thoai Samsung S24,Electronics,5500000,0
U200,P0067,purchase,2024-01-02 06:44:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U092,P0101,click,2024-01-02 07:01:00,Do gia dung Kangaroo,Home,320000,0
U330,P0101,view,2024-01-02 07:57:00,Do gia dung Kangaroo,Home,320000,0
U453,P0101,view,2024-01-02 08:06:00,Do gia dung Kangaroo,Home,320000,0
U225,P0089,share,2024-01-02 08:09:00,Giay the thao Nike Air Max,Fashion,650000,0
U192,P0067,click,2024-01-02 08:28:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U350,P0101,add_to_cart,2024-01-02 08:29:00,Do gia dung Kangaroo,Home,320000,1
U478,P0067,return,2024-01-02 08:39:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U120,P0045,view,2024-01-02 08:51:00,Dien thoai Samsung S24,Electronics,5500000,0
U153,P0023,add_to_cart,2024-01-02 08:59:00,Laptop Dell XPS 15,Electronics,28990000,1
U107,P0023,view,2024-01-02 09:12:00,Laptop Dell XPS 15,Electronics,28990000,0
U191,P0089,view,2024-01-02 09:20:00,Giay the thao Nike Air Max,Fashion,650000,0
U421,P0067,wishlist,2024-01-02 09:28:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U151,P0045,click,2024-01-02 09:40:00,Dien thoai Samsung S24,Electronics,5500000,0
U156,P0067,click,2024-01-02 09:56:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U456,P0045,wishlist,2024-01-02 09:58:00,Dien thoai Samsung S24,Electronics,5500000,0
U220,P0101,purchase,2024-01-02 10:10:00,Do gia dung Kangaroo,Home,320000,1
U221,P0045,view,2024-01-02 10:15:00,Dien thoai Samsung S24,Electronics,5500000,0
U132,P0089,review,2024-01-02 10:21:00,Giay the thao Nike Air Max,Fashion,650000,1
U248,P0045,view,2024-01-02 10:39:00,Dien thoai Samsung S24,Electronics,5500000,0
U382,P0067,add_to_cart,2024-01-02 10:46:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U159,P0045,view,2024-01-02 10:54:00,Dien thoai Samsung S24,Electronics,5500000,0
U030,P0023,click,2024-01-02 11:59:00,Laptop Dell XPS 15,Electronics,28990000,0
U240,P0067,view,2024-01-02 12:11:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U351,P0023,view,2024-01-02 12:27:00,Laptop Dell XPS 15,Electronics,28990000,0
U290,P0023,return,2024-01-02 13:04:00,Laptop Dell XPS 15,Electronics,28990000,0
U413,P0045,view,2024-01-02 13:12:00,Dien thoai Samsung S24,Electronics,5500000,0
U309,P0067,add_to_cart,2024-01-02 13:24:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U407,P0067,add_to_cart,2024-01-02 13:26:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U145,P0067,click,2024-01-02 13:52:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U288,P0023,share,2024-01-02 14:07:00,Laptop Dell XPS 15,Electronics,28990000,0
U308,P0089,click,2024-01-02 14:17:00,Giay the thao Nike Air Max,Fashion,650000,0
U057,P0101,purchase,2024-01-02 14:31:00,Do gia dung Kangaroo,Home,320000,1
U470,P0101,view,2024-01-02 14:33:00,Do gia dung Kangaroo,Home,320000,0
U462,P0023,add_to_cart,2024-01-02 14:51:00,Laptop Dell XPS 15,Electronics,28990000,1
U388,P0045,view,2024-01-02 15:06:00,Dien thoai Samsung S24,Electronics,5500000,0
U317,P0045,click,2024-01-02 15:09:00,Dien thoai Samsung S24,Electronics,5500000,0
U490,P0089,view,2024-01-02 15:10:00,Giay the thao Nike Air Max,Fashion,650000,0
U051,P0045,view,2024-01-02 15:13:00,Dien thoai Samsung S24,Electronics,5500000,0
U261,P0067,add_to_cart,2024-01-02 15:28:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U063,P0067,click,2024-01-02 15:29:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U089,P0101,purchase,2024-01-02 15:41:00,Do gia dung Kangaroo,Home,320000,1
U168,P0067,view,2024-01-02 15:50:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U265,P0023,review,2024-01-02 15:51:00,Laptop Dell XPS 15,Electronics,28990000,1
U115,P0067,view,2024-01-02 15:59:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U244,P0101,purchase,2024-01-02 16:19:00,Do gia dung Kangaroo,Home,320000,1
U443,P0023,click,2024-01-02 16:42:00,Laptop Dell XPS 15,Electronics,28990000,0
U459,P0101,click,2024-01-02 16:50:00,Do gia dung Kangaroo,Home,320000,0
U486,P0101,click,2024-01-02 17:03:00,Do gia dung Kangaroo,Home,320000,0
U187,P0101,click,2024-01-02 17:11:00,Do gia dung Kangaroo,Home,320000,0
U466,P0089,view,2024-01-02 17:34:00,Giay the thao Nike Air Max,Fashion,650000,0
U418,P0067,add_to_cart,2024-01-02 18:18:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U258,P0067,share,2024-01-02 18:20:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U169,P0023,view,2024-01-02 18:26:00,Laptop Dell XPS 15,Electronics,28990000,0
U212,P0045,view,2024-01-02 18:28:00,Dien thoai Samsung S24,Electronics,5500000,0
U444,P0045,view,2024-01-02 18:32:00,Dien thoai Samsung S24,Electronics,5500000,0
U487,P0045,click,2024-01-02 18:37:00,Dien thoai Samsung S24,Electronics,5500000,0
U226,P0067,view,2024-01-02 19:00:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U313,P0023,click,2024-01-02 19:04:00,Laptop Dell XPS 15,Electronics,28990000,0
U127,P0067,click,2024-01-02 19:17:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U114,P0023,view,2024-01-02 19:22:00,Laptop Dell XPS 15,Electronics,28990000,0
U253,P0089,view,2024-01-02 19:34:00,Giay the thao Nike Air Max,Fashion,650000,0
U372,P0023,click,2024-01-02 19:48:00,Laptop Dell XPS 15,Electronics,28990000,0
U448,P0023,view,2024-01-02 19:57:00,Laptop Dell XPS 15,Electronics,28990000,0
U195,P0067,view,2024-01-02 20:25:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U110,P0023,view,2024-01-02 20:49:00,Laptop Dell XPS 15,Electronics,28990000,0
U064,P0045,view,2024-01-02 21:00:00,Dien thoai Samsung S24,Electronics,5500000,0
U049,P0067,add_to_cart,2024-01-02 21:13:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U045,P0089,click,2024-01-02 21:15:00,Giay the thao Nike Air Max,Fashion,650000,0
U224,P0089,share,2024-01-02 21:20:00,Giay the thao Nike Air Max,Fashion,650000,0
U460,P0067,review,2024-01-02 21:28:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U114,P0089,view,2024-01-02 21:30:00,Giay the thao Nike Air Max,Fashion,650000,0
U002,P0101,wishlist,2024-01-02 21:46:00,Do gia dung Kangaroo,Home,320000,0
U025,P0089,view,2024-01-02 22:10:00,Giay the thao Nike Air Max,Fashion,650000,0
U250,P0045,wishlist,2024-01-02 22:19:00,Dien thoai Samsung S24,Electronics,5500000,0
U432,P0023,click,2024-01-02 22:20:00,Laptop Dell XPS 15,Electronics,28990000,0
U154,P0067,add_to_cart,2024-01-02 22:38:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U036,P0089,wishlist,2024-01-02 22:39:00,Giay the thao Nike Air Max,Fashion,650000,0
U292,P0045,add_to_cart,2024-01-02 22:58:00,Dien thoai Samsung S24,Electronics,5500000,1
U191,P0045,review,2024-01-02 22:59:00,Dien thoai Samsung S24,Electronics,5500000,1
U010,P0101,wishlist,2024-01-02 23:09:00,Do gia dung Kangaroo,Home,320000,0
U119,P0101,click,2024-01-02 23:15:00,Do gia dung Kangaroo,Home,320000,0
U201,P0067,wishlist,2024-01-03 00:25:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U024,P0089,add_to_cart,2024-01-03 00:34:00,Giay the thao Nike Air Max,Fashion,650000,1
U458,P0101,return,2024-01-03 00:36:00,Do gia dung Kangaroo,Home,320000,0
U256,P0067,view,2024-01-03 00:44:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U474,P0023,view,2024-01-03 00:50:00,Laptop Dell XPS 15,Electronics,28990000,0
U173,P0045,click,2024-01-03 01:12:00,Dien thoai Samsung S24,Electronics,5500000,0
U218,P0023,add_to_cart,2024-01-03 01:14:00,Laptop Dell XPS 15,Electronics,28990000,1
U055,P0089,click,2024-01-03 01:15:00,Giay the thao Nike Air Max,Fashion,650000,0
U066,P0089,share,2024-01-03 01:21:00,Giay the thao Nike Air Max,Fashion,650000,0
U437,P0089,view,2024-01-03 01:41:00,Giay the thao Nike Air Max,Fashion,650000,0
U039,P0023,add_to_cart,2024-01-03 01:44:00,Laptop Dell XPS 15,Electronics,28990000,1
U484,P0045,click,2024-01-03 02:13:00,Dien thoai Samsung S24,Electronics,5500000,0
U008,P0089,click,2024-01-03 02:18:00,Giay the thao Nike Air Max,Fashion,650000,0
U290,P0023,click,2024-01-03 02:34:00,Laptop Dell XPS 15,Electronics,28990000,0
U464,P0067,share,2024-01-03 02:36:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U433,P0045,wishlist,2024-01-03 02:55:00,Dien thoai Samsung S24,Electronics,5500000,0
U450,P0101,click,2024-01-03 03:03:00,Do gia dung Kangaroo,Home,320000,0
U151,P0101,view,2024-01-03 03:03:00,Do gia dung Kangaroo,Home,320000,0
U340,P0023,click,2024-01-03 03:23:00,Laptop Dell XPS 15,Electronics,28990000,0
U474,P0045,add_to_cart,2024-01-03 03:26:00,Dien thoai Samsung S24,Electronics,5500000,1
U084,P0089,click,2024-01-03 03:42:00,Giay the thao Nike Air Max,Fashion,650000,0
U080,P0023,purchase,2024-01-03 03:47:00,Laptop Dell XPS 15,Electronics,28990000,1
U265,P0101,click,2024-01-03 03:55:00,Do gia dung Kangaroo,Home,320000,0
U136,P0067,add_to_cart,2024-01-03 04:07:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U269,P0067,review,2024-01-03 04:19:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U424,P0067,view,2024-01-03 04:25:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U311,P0023,view,2024-01-03 04:43:00,Laptop Dell XPS 15,Electronics,28990000,0
U283,P0089,add_to_cart,2024-01-03 04:51:00,Giay the thao Nike Air Max,Fashion,650000,1
U051,P0023,share,2024-01-03 05:06:00,Laptop Dell XPS 15,Electronics,28990000,0
U177,P0067,purchase,2024-01-03 05:08:00,Tai nghe Sony WH-1000XM5,Electronics,800000,1
U116,P0089,view,2024-01-03 05:09:00,Giay the thao Nike Air Max,Fashion,650000,0
U131,P0067,click,2024-01-03 05:47:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U301,P0023,view,2024-01-03 06:21:00,Laptop Dell XPS 15,Electronics,28990000,0
U494,P0023,view,2024-01-03 06:26:00,Laptop Dell XPS 15,Electronics,28990000,0
U046,P0089,view,2024-01-03 06:33:00,Giay the thao Nike Air Max,Fashion,650000,0
U416,P0045,click,2024-01-03 06:41:00,Dien thoai Samsung S24,Electronics,5500000,0
U228,P0045,click,2024-01-03 06:43:00,Dien thoai Samsung S24,Electronics,5500000,0
U238,P0023,click,2024-01-03 06:51:00,Laptop Dell XPS 15,Electronics,28990000,0
U402,P0101,view,2024-01-03 07:06:00,Do gia dung Kangaroo,Home,320000,0
U342,P0045,purchase,2024-01-03 07:17:00,Dien thoai Samsung S24,Electronics,5500000,1
U346,P0067,wishlist,2024-01-03 07:17:00,Tai nghe Sony WH-1000XM5,Electronics,800000,0
U460,P0089,purchase,2024-01-03 07:26:00,Giay the thao Nike Air Max,Fashion,650000,1
U389,P0023,view,2024-01-03 08:01:00,Laptop Dell XPS 15,Electronics,28990000,0
